userName,score,at,content
Afrizal Tanjung,5,2022-05-02 01:39:00,Aplikasi yg sangat membantu 24 jam
Bayu Yusuf,5,2022-05-01 17:11:38,Membantu sekali
Krista Tamba,5,2022-05-01 12:36:39,"Sangat membantu dan dr nya bagus, ramah"
anisia miagareta,5,2022-05-01 12:11:47,"Sangat membantu ketika butuh obat dalam waktu cepat, responsif dan benar² baik Sukses selalu Halodoc"
rilyan hidayat,3,2022-05-01 12:01:05,"bagus sih, mempermudah kita dalam berkonsultasi dengan dokter mengenai penyakit yang di alami tapi sayangnya resep yang diberikan belum sepenuhnya diterima oleh apotek di seluruh indonesia seperti di wilayah timur, apoteker disana hanya menerima resep tertulis dan tidak menerima resep digital. Saya harap pihak halodoc dapat lebih memperkenalkan lagi mengenai aplikasi ini ke pihak-pihak apotek/apoteker yang ada di indonesia khususnya di wilayah timur indonesia. terima kasih"
Ama Liyah,5,2022-05-01 11:29:09,"It's really helpful, terutama bagi teman-teman yang mau berkonsultasi online sebelum memberanikan diri konsultasi offline, halodoc bisa bantu kita untuk memulai 🤗🤗"
Ahmad hafidz,5,2022-05-01 06:46:36,"Hebat,akurat,ramah"
burton msihombing,5,2022-05-01 01:20:11,Bagus dan ramah
Kenny Ahmad Fahrezy,5,2022-04-30 17:17:44,Membantu karna dapat memesan obat
Ummi Akhyar Familys,5,2022-04-30 12:20:52,Alhamdulillah puas konsul via dokter spesialis disini
Tri Sutrisno,5,2022-04-30 12:02:00,"Mudah dan gampang, tidak perlu mengantri ke RS atau tempat praktek dokter lgi, cukup lewat app ini kita sudah bisa memdapatkan pelayanan terbaik"
Rendika Fadel,5,2022-04-30 12:01:58,Bagus dokternya ramah ramah
Alayya GP,5,2022-04-30 11:46:06,Pelayanan yang cepat
Liana Jahja Taru,4,2022-04-30 10:34:53,Update yang makan waktu lama
Widya Ir,1,2022-04-30 08:10:02,"Pesanan obatnya gak sampai2 sudah beberapa jam, sementara obatnya sangat dibutuhkan untuk anak saya"
Ahmad Driver,5,2022-04-30 08:09:25,Agar lebih baik lagi
Supriyadi Eko Prasetiyo,5,2022-04-30 07:52:09,Sangat membantu
Ridho Ferdian,1,2022-04-30 05:53:34,"Pertama kali pakai Halodoc hari ini, langsung KECEWA.. bikin jadwal Dokter di RS Evasari, H-1 sdh dikonfirm, bahkan 1 jam sebelumnya juga sudah di ingatkan untuk kita sebagai pasien agar datang lebih awal setengah jam. Eh ketika sampai RS ternyata dokternya ga ada dan berhalangan hadir, informasi terjadi pembatalan setelah saya sampai di RS , dan ajukan komplain. Kami pakai aplikasi ini, berarti kami memang butuh penanganan ataupun perobatan. Bukan sekedar iseng-iseng yaaa.!"
Ibnu Yuliantoro,5,2022-04-30 04:31:23,"Aplikasi yg sangat bermanfaat, semoga kedepannya lebih berkembang lagi"
Frida Elisabet,5,2022-04-30 02:42:46,Sangat membantu
nataliea hidayat,5,2022-04-30 01:27:49,"Senang menggunakan aplikasi ini, sangat mudah dan simple"
haryadi79sepandu@gmail.com haryadi,5,2022-04-29 21:51:00,Mantap sangat puas
hanan mafazi,5,2022-04-29 14:07:37,mantap pelayanannya
Dea Soraya S.,5,2022-04-29 12:02:24,"Good aplikasi, seneng deh bisa konsultasi kapan aja"
Siti Khafidzah Cholil,5,2022-04-29 12:01:13,"Terima kasih halodoc dan dokter Corry khathreen, sangat membantu sekali"
Rido Marini,5,2022-04-29 11:59:31,"Terima kasih ya dokter,semoga dokter di indonesia sehat dan bahagia terus ya.amin..."
ONTEW,5,2022-04-29 05:35:45,Sangat membantu
nadiah kamal,3,2022-04-29 02:19:43,"Sudah berberapa kali buat janji temu dgn dokter, tp tidak dpt diproses"
Hafiz Rizka A,5,2022-04-29 01:28:19,Bagus g perlu ke klinik mudah gampang dokternya juga enak buat konsul
Vivi Thamrin,5,2022-04-29 00:37:20,"Penjelasan pas konsulnya detail, terima kasih dokter"
Hasna Halimatur R,4,2022-04-28 23:20:11,"Sangat membantu untuk tidak panik, krn bisa langsung tanya jawab dg dokter yg ahli"
Creationsip,2,2022-04-28 21:56:16,"Coba chat sama dokter hewan, udh bayar biaya konsul tp chat ga terhubung terus saya keluar pengen coba chat dokter lain kirain msih bisa pakai biaya yg ketarik tadi. Eh malah harus bayar lagi. Konsul engga, kepotong biaya iya. Hadeuhh!"
siti humairoh,5,2022-04-28 17:19:45,Aplikasi nya bagus
ade wahyu,5,2022-04-28 15:22:46,Sangat membantu sekali
mulyana leni,4,2022-04-28 14:26:50,Aplikasi yg sangat membantu.
agung prasetyo,5,2022-04-28 14:16:11,"Periksa kesehatan ga perlu ribet antri, cukup sambil tiduran di rumah dan obat langsung datang"
Desy Anisa,5,2022-04-28 12:57:48,Dokternya respon dengan baik
Yesika Wardani,5,2022-04-28 12:30:13,Aplikasi sangat bermanfaat dan membantu pasien.
Muhamad Galang Isnawan,5,2022-04-28 08:03:57,Cukup membantu
Arizki Witaradianingtias,4,2022-04-28 02:39:22,"Kenapa saya kasih bintang 4, krn baru pertama x coba semoga selalu amanah ya halodoc sangat membantu sekali."
Yayu Manggala,1,2022-04-28 02:32:14,"sangat jelek , bayar buat 1jam konsul online tapi ga dibales , masalah belum kelar keburu abis waktunya"
Elly nursafari Oktafia,3,2022-04-28 00:08:35,"Ini udah bagus, tp sayang bgt pengambilan obat nya jauh dr tempat tinggal,.ga bisa buat dadakan. Trus kasian driver nya sih. Apotek K-24 pdhl ada yg dkt daerah sini, tp dpt nya jauh bgt hahahaha"
Jennifer Oktavianis,5,2022-04-28 00:07:17,Sangat membantu
Haryono Haryono,5,2022-04-27 22:48:12,Sangat puas dengan halodoc bs Konsul dokter tanpa harus keluar rumah
adzka hidayatullah,5,2022-04-27 21:43:30,Sangat membantu
Aziz Angga,5,2022-04-27 17:31:53,Sangat membantu
herdi heatt,5,2022-04-27 14:51:49,Membantu sekali trims banyak
Riza Zakaria,5,2022-04-27 14:32:17,Aplikasi yang sangat baguss!
ami aisiahibrahim,1,2022-04-27 14:10:47,"Saya sudah melakukan pembayaran tapi status nya masih belum berubah, masih terkonfirmasi, chat bantuannya juga error mulu. Heran"
Wahyu Uyhaw,4,2022-04-27 13:51:54,"Aplikasi yang sangat membantu, mudah menemukan dokter dan konsultasi kesehatan..."
Dokter Matic,1,2022-04-27 13:37:45,"ini gmna minta bantuan pembatalan chat hilang sendiri,riwayat pesanan tiba2 hilang di beranda,,,tolong dong,kan gak tau situasi yg mesan obat lgi gmna,jangan dibuat menggantung bgini..."
Firdza pradhika igfirly,5,2022-04-27 12:21:07,Sangat membantu disaat genting dan mepet
ERieY Febianto,5,2022-04-27 09:16:36,Mantap...pelayanan obat cepat respon
desya bonita,5,2022-04-27 08:59:58,Bagus menanggapi keluhan pasien
Dian Rahayu Alani,5,2022-04-27 07:02:07,sangat membantu 🥺👍
Tiara Ika,5,2022-04-27 05:58:22,Sangat sangat membantu dokternya ramah2
Sardi U,5,2022-04-27 02:34:26,"Pelayanan chat dokternya cepat respon, dan ramah ramah"
Bunda Fadhil,5,2022-04-27 02:20:54,"Sangat membantu,trimakasih"
Erni Agustini,1,2022-04-27 01:49:50,Sy batalin appoinment sm dokter. Sy transaksi menggunakan Card. Buset deh itu dana gak balik2 sampe 5 hari. Pas konfirmasi suruh tunggu lg 2x24 jam. Astaga...
faiza lathifa,5,2022-04-27 01:21:52,Mudah dan bagus
Rian Hiday,4,2022-04-26 16:53:30,"Saran mungkin bisa ditambah e Wallet lainya, karena tidak semua orang menggunakan hanya e Wallet yang tertera di aplikasinya"
yopi fitra,5,2022-04-26 15:50:54,"Recommend buat yg takut ketmu dokter langsung,,dokternya ramah sekali 👍👍"
Aditiya Sidabutar,5,2022-04-26 15:17:44,"Untuk chat dengan dokter gampang dan memuaskan. Saran untuk pembayaran dengan kartu kredit/debit, mohon untuk bisa paste nomor kartunya."
Waldy Amaludin,5,2022-04-26 12:37:42,Rekomendasi untuk pemesan obat obatan
bayu renggers,2,2022-04-26 09:35:17,"Aku kira gratis, setelah masuk dan mau chat denga dokter nya ternyata harus bayar, padahal saya mau konsultasi sama dokternya untuk penyakit yang saya alami, tapi tidak jadi karena harus bayar, hadeh"
Anis Hasan,5,2022-04-26 09:32:28,Cepat dan aman obat yg diantar
Raymondus Beta G,3,2022-04-26 07:43:15,"Resep yg diberikan dokter, obatnya tidak ada, terkesan aplikasi nya ngawur ke apotek yg tidak lengkap obatnya, dan dokter hny bisa sekali keluarin resep. Aplikasi not very good. Emergency oke."
ogi adam,1,2022-04-26 05:47:37,"ini gimana si estimasi obat 1 sampe 4 hari, ini udah 6 hari gk sampe"". udah gk kuat bgt nahan sakitnya"
Nuniek Kartini,5,2022-04-26 03:05:23,Dokter Anthony Surya Wibawa konsultasi dgn pasien ok dan Obat yg diberikan juga ok sampai ketemu lagi Dokter terima kasih.
Drh Ira Agustina D Gandasari,5,2022-04-26 02:07:18,"Sangat memuaskan, dokter sangat memberi respon yang baik"
Suparmi Parmi,4,2022-04-26 01:31:57,"Mantap sekali, mungkin beberapa fitur ada yang perlu ditingkatkan"
TAUSIYAH ISLAMI,1,2022-04-25 22:48:20,"Respon nya terlalu lama, bikin kesel, udh bayar mahal tapi gk bisa tanggung jawab sama kerjaan nya, saya kecewa sekali."
Donny Toghas,5,2022-04-25 20:13:35,Sangat membantu
Nanda Siregar,5,2022-04-25 16:55:13,apk yg sangat membantu kalo sakit kambuh tengah malam... terimakasih ini sangat memudahkan
Septian Ariyanto,5,2022-04-25 16:51:17,Sangat bermanfaat sekali
Tri Mardiana,5,2022-04-25 14:03:23,Sangat membantu 👍👍
eric Setiawan,1,2022-04-25 13:00:11,Makin lama makin parah. Pakai kupon diskon gede langsung sengaja dibatalin sampe 3x. Ini orang sakit keburu masuk rumah sakit. Kecewa berat
Bakti Sukwanto,5,2022-04-25 12:04:47,Jawaban dan rekomendasi dokternya bagus..
Bryan A Chandra,5,2022-04-25 11:51:45,Aplikasi sangat berguna sekali
Peci Mikihat,5,2022-04-25 06:52:48,"Cepat tepat akurat,moga menambah ikhtiar lebih cepat aaminn"
Dicky Ahmad Sidiq,2,2022-04-25 04:16:01,Saya ingin berikan saran kalau bisa untuk beli obat alat kesehatan tolong adain bisa bayar cod dan mengisi alamat bisa sendiri trus ongkirnya juga jangan kemahalan
Bayu Krisna Patty,5,2022-04-25 02:56:29,"Aplikasi ini sangat membantu saya, terima kasih"
REZA FAHLEVI,1,2022-04-24 21:33:47,"Makin kesini makin ribet mau beli obat, ga kayak dulu Ini kudu pake resep dokter, terus ketika dah di konfirm.malah pesen obatnya dibatalkan, bukannya aplikasi harusnya mempermudah yaah, ini malah semakin sulit dan ribet"
davit afriandi,5,2022-04-24 18:22:06,Layanan bagus juga cepat pesan obat datang nya
Famela Rendi,5,2022-04-24 17:20:49,Sangat membantu
Tika Wirda,5,2022-04-24 16:23:01,puass dengan pelayanan nya.. driver cepat sampai.. dan obat bisa langsung d gunakan di saat genting
Trinity Diana,5,2022-04-24 13:05:58,Aplikasi ini cukup membantu
Slamet Hudin,1,2022-04-24 10:15:41,"Berapa kali udah saya sampaikan melalui e-mail ataupun tlp.. Kalau emang ga siap jualan ya udah tutup.. Setiap dapat orderan selalu ga ada barang, selalu di cancel tanpa konfirmasi..."
henny budi,5,2022-04-24 08:25:56,"dokter di halodoc masya allah baik baik,dan sangat membantu"
Natasha Deborah,1,2022-04-24 03:07:56,"Mohon maaf untuk pemberian rating pada aplikasi ini. Saya tidak puas dengan kejelasan terkait pengiriman obat yang dipesan melalui aplikasi ini, range waktu pengiriman obat sangat sangat sangat lama, cs tidak langsung membantu untuk masalah yang ditanyakan dan masih butuh perbaikan untuk kejelasan status obat yang dipesan. Semoga jadi pembelajaran untuk tim halodoc kedepannya."
wika novianti,5,2022-04-23 21:52:46,"So far sangat membantu utk pertolongan pertama sblm periksa ke RS, terimakasih halodoc"
AdeL Beraksi,5,2022-04-23 21:10:43,Respon dokternya cepat drpd tatap muka lngsg msti nunggu dokter dtg dan dtg nya pun seringnya ngaret .. hhmm
meyna mimi,4,2022-04-23 15:44:24,Sangat membantu
Devi Lestari,5,2022-04-23 15:39:43,Aplikasi sangat membantu
IEYC 001,5,2022-04-23 15:13:50,Sangat membantu
Pengguna Google,1,2022-04-23 13:53:49,"dokternya gajelas, padahal saya sudah jelaskan secara rinci. percuma aja bayar mahal²"
Agus Isnadi,4,2022-04-23 13:04:08,Diberikan solusi dan saran yg baik
syamsumarlin marlin,5,2022-04-23 09:44:34,Sangat membatu
Dezta Dotkom,5,2022-04-23 07:06:23,Berkah Buat Halodoc Lancar selalu
Rara sari,4,2022-04-23 06:55:58,"Sangat membantu tetapi pengiriman sangat lambat di tulis setengah jam sampe, udh 1 jam lebih tidak sampe, sangat lambat, klo lagi keadaan darurat gk bisa nunggu lama2"
tri yono,5,2022-04-23 06:44:27,konsultasi ditanggapi dgn cepat
Dani Sudarmansyah,5,2022-04-23 05:39:23,Sangat membantu
contact zainab,5,2022-04-23 01:54:39,Sangat bermanfaat dan sangat membantu aplikasi halodoc ini. Terimakasih
Siti Nuraeni,5,2022-04-22 23:50:57,Saya sangat puas dengan aplikasi ini bagus🤩🤩🤩 pelayananya dan dokter nya juga ramah+sigap 👍👍👍cocok buat pandemi saat ini 🤭
Aries Setiawan,5,2022-04-22 21:04:44,Cepat dan mudah
Shafa Tasya Kamila Rachmadani,5,2022-04-22 16:35:05,Penanganannya cepat
leo liauw,5,2022-04-22 15:20:09,Sangat membantu Aplikasi yang luar biasa membantu
278_Hera Clara Arum,5,2022-04-22 14:50:54,Bagus membantu sekali
Pani Sutiani,1,2022-04-22 14:12:03,"saya pengguna setia hallo doc tapi kali ini sungguh tidak puas dg konsultasinya. dokter hewannya terburu2 memberikan resep. diminta tambahan obat malah suruh beli d shoppee katanya ga bisa merespkan lebih dari 1 kali, biasanya dokter2 lain selalu nanya ada LG yg ingin d tanyakan kemudian merespkan ini buru2 sekali Bos?mau kemana?🤬 btw saya disuruh beli obat d shoppe!! ya ngapain ke hallodoc kalo saya harus beli obat d shopee kan lama!! KECEWA SUMPAH sorry yg tadiny bintang 5 sekarg jd bintang 1"
Alifah Rifka,1,2022-04-22 13:29:11,"Pesanan obat tidak sampai setelah berjam-jam dilakukan pemesanan & pembayaran. Status pesanan dlm proses namun tdk ada kejelasan terkait pesanan, karna sudah terlalu lama & ingin membatalkan pesanan malah tdk ada pilihan untuk batalkan pesanan. saat coba menghubungi driver yg tercantum & ditugaskan untuk pesanan saya, driver justru mengatakan sedang tdk mengambil pesanan halodoc. Bukan seberapa uang yg dikeluarkan, tp pelayanan halodoc sungguh sangat amat mengecewakan sekali. 👎🏻👎🏻👎🏻👎🏻👎"
Fadlan Syaputra,5,2022-04-22 12:28:39,Bagus sangat membantu
Me Yola,1,2022-04-22 12:18:09,Sudah bayar tapi dokter ny gak jawab sampai habis masa waktu nya jadi hangus bayarannya
resa ratnasari,5,2022-04-22 07:42:19,"Sudah 2x pke aplikasi halodoc, dan sangat membantu... trma kasih halodoc"
Gabriella Kowal,5,2022-04-22 03:52:25,Puas dokternya ramah2 dan sangat membantu baik itu pelayanannya dan beli obat melalui aplikasi
Girls Asmr,1,2022-04-22 02:20:51,Aplikasi rusak!! Ga bisa discroll
Mama Ghaitsa,5,2022-04-22 02:08:52,Sangat membantu
arif riyanto,5,2022-04-21 22:10:24,pelayanan sangat memuaskan
Marisa Sinaga,5,2022-04-21 21:30:23,Sangat bermanfaat
Chrisvil Mawuntu,5,2022-04-21 15:04:16,Sangat Membantu
veranil zafiana,5,2022-04-21 14:25:09,"Sangat membantu,serpon dokternya sangat baik"
Hanny Kristian,5,2022-04-21 14:09:13,Respon sangat baikk dann menolong
Muhammad Fadilah Dzikri,1,2022-04-21 09:18:27,"Aplikasi busuk, dokter tidk hadir tp saya tdk bisa batalkan pesanan utk pengembalian dana, fitur batal di aplikasinya tdk bisa diklik"
Herlina Effendi,5,2022-04-21 05:06:09,"Keren bgt, obrolan dengan dokter yg km butuhkan di halodoc sangat cepat direspon. Terima kasih halodoc"
Pardiana Sumodihardjo,5,2022-04-21 05:00:03,"Puas dgn layanan , cepat mendapatkan obat nya"
alung 123,1,2022-04-21 04:49:30,"Sngat kecewa, pertama asuransi di acc bisa di rawat di rumah sakit. Tba2 ada kendala malah di suruh bayar sendiri smua nya. Trus ngapain di acc dri awal.maka puluhan juta lgi."
Annisa Novita Nurisma,5,2022-04-21 04:05:57,Sangat amat terbantu dengan aplikasi ini.
kpristika a,1,2022-04-21 00:54:44,"Kemarin Pesen obat lama beneerrr.. Statusnya terkonfirmasi terus ga berubah smp lewat dr estimasi waktu.. padahal obatnya butuh cepet.. Akhirnya pesanan dibatalkan, pesen ulang begitu lagi.. Hmm😩😩 Padahal dulu enk bngt pake halodoc, pesen obat cepet"
Syofa Althafunnisa,5,2022-04-20 22:16:20,Sangat membantu sekali
Gilang Rafael,5,2022-04-20 19:31:10,Ok banget sangat membantu 😊
rakha pradipta nugroho,1,2022-04-20 17:51:32,"Disaat membutuhkan obat tengah malam, apotik yang berkerja sama tidak banyak, jdi cancel mesen obatnya. Seharusnya mempermudah jadi tambah sulit."
Risma Ariyani,5,2022-04-20 17:12:05,"dr nya ramah, penjelasan nya mudah dipahami dan juga tdk arogan"
vivie scopie,2,2022-04-20 16:20:25,Udah bayar 35 pakai gopay. Saldo ke potong malah ga bisa chat dengan dokter. Responnya eror loading messages
aprelia regita,1,2022-04-20 15:06:34,ga jelas!! dokter nya slow respon tapi chatt nya di waktuin. sesi konsul belum selesai tapi udah di end percakapannya.
adi nurman,5,2022-04-20 15:01:54,Sangat bermanfaat
Ilham Tateceliy,1,2022-04-20 10:29:23,Pesanan di cancel oleh pihak halodoc dan uang belum di kembalikan dan live chat nya aja ga di bles2 oleh adminya halodoc kalo ada bintang 0.2 sya akan nilai 0.2 di sini orang beli obat tu karna butuh biyar cepet malah kaya gini di halodoc
Sonya Nur Amalia,5,2022-04-20 09:37:16,Sangat membantu banget 🤍
Lucy Prasista,5,2022-04-20 08:52:48,Membantu banget
Budi Antoro,5,2022-04-20 06:07:26,Sangat membantu Terimakasih halodoc
Ratih purnama,5,2022-04-20 04:49:01,Beli obat gag pake ribet. Mau pesan kapanpun & dimanapun jadi lebih praktis. Layanan konsultasinya pun juga sangat membantu.. Top bangettt deh 👍👍👍👍👍⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐
Adiba Safiyya Anjani,5,2022-04-20 04:45:44,Bagus sangat membantu & bermanfaat
Grace Goro,5,2022-04-20 02:41:31,Sangat membantu ketika di butuhkan
iBnu's,3,2022-04-19 22:26:15,Sering error pas pembayaran pake gojek
Bams Prayitno,5,2022-04-19 20:14:58,Sangat membantu banget
Jimy Lin,5,2022-04-19 19:02:20,Dokter cukup sigap dlm penanganan konsultasi
Hendro Prasetio,5,2022-04-19 16:51:08,"Halo doc,kenapa dalam pengambilan obat tidak di Apotik yang terdekat,kadang jauh sekali..."
go kreator,1,2022-04-19 15:01:23,"Aplikasi Taiii, makin lama makin ribet, bali obat urgen aja harus resep dn konsultasi, pada dokter gk ada yg jwb, orang pada keburu mati,,"
Evi Susanti,5,2022-04-19 13:30:54,Sangat terbantu krn kita cukup konsultasi via chat dgn dokter spesialis yg menangani.terima ksh
Restu Pamuji,5,2022-04-19 13:03:48,Aplikasinya sangat membantu sangat bermanfaat bisa untuk konsultasi keluan penyakit tampa harus bertatap muka ...bahkan dari jarak yang sangat jauh pun
Citra Laksa,5,2022-04-19 12:48:09,"Pelayanan bagus, saat konsultasi dokternya cepat membalas dan memberikan solusi obat terimakasih"
Retty acha,5,2022-04-19 11:47:13,"Aplikasi gercep! Fast respon, sangat terbantu bagi saya yg lagi sibuk buat pergi sendiri nebus obat"
dewi maharani,5,2022-04-19 08:22:26,"luar biasa membantu,terimakasih banyak"
Siti Bandriyah,5,2022-04-19 07:57:21,Sangat membantu
Yesenia Rhiana Maharani,5,2022-04-19 03:45:12,"baik, pelayanan nya ramah, dan pastinya dengan dokter terbaik 👍"
Ardhy Buana,5,2022-04-19 03:31:26,Sangat membantu utk anak kosan yg jauh dari lokasi dokter atau klinik serta cepat dalam proses penanganan diagnosa
Yunus Bahtiar,1,2022-04-19 02:48:08,"Saya udah menghubungi dokter terkait tapi tdk direspon, saya coba chat ulang tapi gak bisa dan harus bayar lagi, sedangkan chat saya yg tadi aja belum diterima sama dokter. Terus kalo kek gini apakah bisa refund?"
Fitri Can's,5,2022-04-19 02:46:44,Aplikasi bagus yang sangat membantuu
Rachmat Hidayat,5,2022-04-19 02:27:53,Berguna sekali aplikasinya untuk konsultasi dokter
Mardian Herri Pratama,5,2022-04-19 01:49:17,Fast respon dak ga bertele tele
saskia nabila,5,2022-04-18 22:44:10,Sangat membantu 👍👍👍
Reka Widiyanti,5,2022-04-18 22:21:34,"Sangat membantu sekali jika keadaan darurat memerlukan obat, terutama obat tuk anak dan manula"
Rut Gurning,5,2022-04-18 17:57:58,Membantu tapi selalu update mulu tpi gpp saya sudah di bantu Trimakasih halodoc
Indah Permatasari,5,2022-04-18 15:28:07,"Sangat berguna sekali aplikasi ini Apalagi daerah yg tidak mempunyai dokter spesialis. Dokternya juga ramah"". Terimakasih halodoc"
Nursahid,5,2022-04-18 13:45:40,Sangat membantu
Autophile,5,2022-04-18 12:54:09,Sangat membantu terimakasih
Ahmad Fadli,5,2022-04-18 12:47:01,Terimakasih Halodoc Aplikasi yg sangat membantu
