userName,score,at,content,cleaned_content,cleaning_data,stopword_comment,Normalization,Remove_noise
rizki gunawan,5,2022-05-11 16:36:44,Sangat membantu saat kondisi urgent pengiriman obat sangat cepat,sangat membantu saat kondisi urgent pengiriman obat sangat cepat,sangat membantu saat kondisi urgent pengiriman obat sangat cepat,sangat membantu sat kondisi urgent pengiriman obat sangat cepat,sangat membantu sat kondisi urgent pengiriman obat sangat cepat,sangat membantu sat kondisi urgent pengiriman obat sangat cepat
Kyla ila,5,2022-05-11 16:01:40,"Simpel dan mudah digunakan, bagus deh pokoknya","simpel dan mudah digunakan, bagus deh pokoknya",simpel dan mudah digunakan  bagus deh pokoknya,simpel dan mudah digunakan bagus deh pokoknya,simpel dan mudah digunakan bagus deh pokoknya,simpel dan mudah digunakan bagus pokoknya
kiki alifah95,5,2022-05-11 13:50:02,Keren sekali sangat membantu terimkasih,keren sekali sangat membantu terimkasih,keren sekali sangat membantu terimkasih,keren sekali sangat membantu terimkasih,keren sekali sangat membantu terimkasih,keren sekali sangat membantu terimkasih
SCDZ _oyy,1,2022-05-11 12:59:15,"konsultasi chat nya pake waktu, udah bayar ga dapet resep obat malah di akhiri sesi nya tolong waktu nya agak di panjangin","konsultasi chat nya pake waktu, udah bayar ga dapet resep obat malah di akhiri sesi nya tolong waktu nya agak di panjangin",konsultasi chat nya pake waktu  udah bayar ga dapet resep obat malah di akhiri sesi nya tolong waktu nya agak di panjangin,konsultasi chat nya pake waktu udah bayar ga dapet resep obat malah di akhiri sesi nya tolong waktu nya agak di panjangin,konsultasi chat nya pakai waktu sudah bayar tidak dapat resep obat bahkan di akhiri sesi nya tolong waktu nya agak di panjangin,konsultasi chat pakai waktu sudah bayar tidak dapat resep obat bahkan di akhiri sesi tolong waktu agak di panjangin
donny 1234,1,2022-05-11 12:03:12,Gak bisa COD kenapa,gak bisa cod kenapa,gak bisa cod kenapa,gak bisa cod kenapa,tidak bisa cod kenapa,tidak bisa kenapa
Bisnis Campuran,5,2022-05-11 11:37:04,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
Chintya Chintya,5,2022-05-11 11:22:20,Sangat amat membantu untuk orang2 yang butuh dokter tapi tidak mempunyai waktu untuk langsung ke dokter,sangat amat membantu untuk orang2 yang butuh dokter tapi tidak mempunyai waktu untuk langsung ke dokter,sangat amat membantu untuk orang yang butuh dokter tapi tidak mempunyai waktu untuk langsung ke dokter,sangat amat membantu untuk orang yang butuh dokter tapi tidak mempunyai waktu untuk langsung ke dokter,sangat amat membantu untuk orang yang butuh dokter tapi tidak mempunyai waktu untuk langsung ke dokter,sangat amat membantu untuk orang yang butuh dokter tapi tidak mempunyai waktu untuk langsung ke dokter
agus husen,5,2022-05-11 07:31:35,"terimakasih Halodoc dan Team dokter, pelayanan cepat","terimakasih halodoc dan team dokter, pelayanan cepat",terimakasih halodoc dan team dokter  pelayanan cepat,terimakasih halodoc dan team dokter pelayanan cepat,terimakasih halodoc dan team dokter pelayanan cepat,terimakasih halodoc dan team dokter pelayanan cepat
pasca andhika,5,2022-05-11 06:37:24,aplikasi yg sangat membantu sekali d saat membutuhkan obat2an dan konsultasi dokter. terimakasih hallodoc,aplikasi yg sangat membantu sekali d saat membutuhkan obat2an dan konsultasi dokter. terimakasih hallodoc,aplikasi yg sangat membantu sekali saat membutuhkan obatan dan konsultasi dokter  terimakasih hallodoc,aplikasi yg sangat membantu sekali sat membutuhkan obatan dan konsultasi dokter terimakasih halodoc,aplikasi yang sangat membantu sekali sat membutuhkan obatan dan konsultasi dokter terimakasih halodoc,aplikasi yang sangat membantu sekali sat membutuhkan obatan dan konsultasi dokter terimakasih halodoc
Yani Purwani,5,2022-05-11 05:53:26,"Permudah aku kalau sakit gk perlu ke rumah sakit, the best 🔥","permudah aku kalau sakit gk perlu ke rumah sakit, the best 🔥",permudah aku kalau sakit gk perlu ke rumah sakit  the best  ,permudah aku kalau sakit gk perlu ke rumah sakit the best ,permudah aku kalau sakit tidak perlu ke rumah sakit the best,permudah aku kalau sakit tidak perlu ke rumah sakit the best
Meisumi wulandini,5,2022-05-11 02:57:14,Sangat membantu...dokternya informatif,sangat membantu...dokternya informatif,sangat membantu   dokternya informatif,sangat membantu dokternya informatif,sangat membantu dokternya informatif,sangat membantu dokternya informatif
Wawan Andinata,5,2022-05-11 02:42:34,Sangat membantu memudahkan dalam konsultasi dan obat tidak antri yabg memakan waktu lama,sangat membantu memudahkan dalam konsultasi dan obat tidak antri yabg memakan waktu lama,sangat membantu memudahkan dalam konsultasi dan obat tidak antri yabg memakan waktu lama,sangat membantu memudahkan dalam konsultasi dan obat tidak antri yabg memakan waktu lama,sangat membantu memudahkan dalam konsultasi dan obat tidak antri yabg memakan waktu lama,sangat membantu memudahkan dalam konsultasi dan obat tidak antri yabg memakan waktu lama
gema buana,5,2022-05-11 02:39:10,berguna di saat darurat. pesan obat cepat sampai,berguna di saat darurat. pesan obat cepat sampai,berguna di saat darurat  pesan obat cepat sampai,berguna di sat darurat pesan obat cepat sampai,berguna di sat darurat pesan obat cepat sampai,berguna di sat darurat pesan obat cepat sampai
Tita Nissa,4,2022-05-11 02:28:43,Cuma suka males aja kalau beli obat trus 2 toko gitu dan ongkirnya double jadinya.. Selebihnya oke,cuma suka males aja kalau beli obat trus 2 toko gitu dan ongkirnya double jadinya.. selebihnya oke,cuma suka males aja kalau beli obat trus toko gitu dan ongkirnya double jadinya   selebihnya oke,cuma suka males aja kalau beli obat trus toko gitu dan ongkirnya double jadinya selebihnya oke,cuma suka males saja kalau beli obat terus toko begitu dan ongkirnya double jadinya selebihnya oke,cuma suka males saja kalau beli obat terus toko begitu dan ongkirnya double jadinya selebihnya oke
pardianto lim,5,2022-05-11 02:20:04,"Mantap, sangat membantu.","mantap, sangat membantu.",mantap  sangat membantu ,mantap sangat membantu ,mantap sangat membantu,mantap sangat membantu
star moon,5,2022-05-11 01:45:32,Seneng banget ada halodoc karna membantu sekali untuk sy ..terima kasih semua tim dari halodoc 🥰🥰🥰,seneng banget ada halodoc karna membantu sekali untuk sy ..terima kasih semua tim dari halodoc 🥰🥰🥰,seneng banget ada halodoc karna membantu sekali untuk sy   terima kasih semua tim dari halodoc    ,seneng banget ada halodoc karna membantu sekali untuk sy terima kasih semua tim dari halodoc ,seneng banget ada halodoc karena membantu sekali untuk saya terima kasih semua tim dari halodoc,seneng banget ada halodoc karena membantu sekali untuk saya terima kasih semua tim dari halodoc
RACHMI WIJAYA,4,2022-05-11 01:42:07,Dokter-dokternya Koperatif,dokter-dokternya koperatif,dokter dokternya koperatif,dokter dokternya koperatif,dokter dokternya koperatif,dokter dokternya koperatif
S Edi Nugroho,5,2022-05-11 00:17:15,"Mantab nih terintegrasi keluhan pasien waktu tengah malam, klik dokter, resep, langsung klik toko obat dan pengiriman kealamat. Hanya ada yg tertunda pengiriman sebagian obatnya tunggu besok pagi","mantab nih terintegrasi keluhan pasien waktu tengah malam, klik dokter, resep, langsung klik toko obat dan pengiriman kealamat. hanya ada yg tertunda pengiriman sebagian obatnya tunggu besok pagi",mantab nih terintegrasi keluhan pasien waktu tengah malam  klik dokter  resep  langsung klik toko obat dan pengiriman kealamat  hanya ada yg tertunda pengiriman sebagian obatnya tunggu besok pagi,mantab nih terintegrasi keluhan pasien waktu tengah malam klik dokter resep langsung klik toko obat dan pengiriman kealamat hanya ada yg tertunda pengiriman sebagian obatnya tungu besok pagi,mantab ini terintegrasi keluhan pasien waktu tengah malam klik dokter resep langsung klik toko obat dan pengiriman kealamat hanya ada yang tertunda pengiriman sebagian obatnya tungu besok pagi,ini terintegrasi keluhan pasien waktu tengah malam klik dokter resep langsung klik toko obat dan pengiriman kealamat hanya ada yang tertunda pengiriman sebagian obatnya tungu besok pagi
Melva Lumban Gaol,5,2022-05-10 20:58:50,App ini sgt membantu sya dikala pagi hari urgent utk chat konsultasi sama dokter.,app ini sgt membantu sya dikala pagi hari urgent utk chat konsultasi sama dokter.,app ini sgt membantu sya dikala pagi hari urgent utk chat konsultasi sama dokter ,ap ini sgt membantu sya dikala pagi hari urgent utk chat konsultasi sama dokter ,apa ini sangat membantu sya dikala pagi hari urgent untuk chat konsultasi sama dokter,apa ini sangat membantu sya dikala pagi hari urgent untuk chat konsultasi sama dokter
ekky testa,5,2022-05-10 15:28:44,Terbaik dr yg terbaik,terbaik dr yg terbaik,terbaik dr yg terbaik,terbaik dr yg terbaik,terbaik dari yang terbaik,terbaik dari yang terbaik
catherine gunawan,5,2022-05-10 15:01:50,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
Ferdinand Viery Andriyanto,5,2022-05-10 14:52:27,Sangat membantu saat butuh konsultasi segera,sangat membantu saat butuh konsultasi segera,sangat membantu saat butuh konsultasi segera,sangat membantu sat butuh konsultasi segera,sangat membantu sat butuh konsultasi segera,sangat membantu sat butuh konsultasi segera
Andara Finzani,5,2022-05-10 14:20:54,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
riska maruao,5,2022-05-10 12:53:16,Sangat membantu👍🏾👍🏾,sangat membantu👍🏾👍🏾,sangat membantu    ,sangat membantu ,sangat membantu,sangat membantu
Kyh_67,1,2022-05-10 11:49:39,"Sangat mengecewakan, Pesan obat lewat aplikasi halodoc, obat belum/tidak terkirim, pembayaran sdh terkonfirmasi berhasil, totalnyatidak seberapa, tapi sangat dibutuhkan, tidak bisa cek pesanan, karena telepon driver tidak dapat dihubungi, email error,harap segera ditindaklanjuti...!","sangat mengecewakan, pesan obat lewat aplikasi halodoc, obat belum/tidak terkirim, pembayaran sdh terkonfirmasi berhasil, totalnyatidak seberapa, tapi sangat dibutuhkan, tidak bisa cek pesanan, karena telepon driver tidak dapat dihubungi, email error,harap segera ditindaklanjuti...!",sangat mengecewakan  pesan obat lewat aplikasi halodoc  obat belum tidak terkirim  pembayaran sdh terkonfirmasi berhasil  totalnyatidak seberapa  tapi sangat dibutuhkan  tidak bisa cek pesanan  karena telepon driver tidak dapat dihubungi  email error harap segera ditindaklanjuti    ,sangat mengecewakan pesan obat lewat aplikasi halodoc obat belum tidak terkirim pembayaran sdh terkonfirmasi berhasil totalnyatidak seberapa tapi sangat dibutuhkan tidak bisa cek pesanan karena telepon driver tidak dapat dihubungi email eror harap segera ditindaklanjuti ,sangat mengecewakan pesan obat lewat aplikasi halodoc obat belum tidak terkirim pembayaran sudah terkonfirmasi berhasil totalnyatidak seberapa tapi sangat dibutuhkan tidak bisa cek pesanan karena telepon driver tidak dapat dihubungi email eror harap segera ditindaklanjuti,sangat mengecewakan pesan obat lewat aplikasi halodoc obat belum tidak terkirim pembayaran sudah terkonfirmasi berhasil totalnyatidak seberapa tapi sangat dibutuhkan tidak bisa cek pesanan karena telepon driver tidak dapat dihubungi email eror harap segera ditindaklanjuti
iqbal jamaludin,1,2022-05-10 10:08:20,Sangat tidak bagus belum melakukan konsultasi malah sudah selesai aneh ini apk gak paham sama sistem nya mana customer service nya tidak ramah lagi,sangat tidak bagus belum melakukan konsultasi malah sudah selesai aneh ini apk gak paham sama sistem nya mana customer service nya tidak ramah lagi,sangat tidak bagus belum melakukan konsultasi malah sudah selesai aneh ini apk gak paham sama sistem nya mana customer service nya tidak ramah lagi,sangat tidak bagus belum melakukan konsultasi malah sudah selesai aneh ini apk gak paham sama sistem nya mana customer service nya tidak ramah lagi,sangat tidak bagus belum melakukan konsultasi bahkan sudah selesai aneh ini apk tidak paham sama sistem nya mana customer service nya tidak ramah lagi,sangat tidak bagus belum melakukan konsultasi bahkan sudah selesai aneh ini apk tidak paham sama sistem mana customer service tidak ramah lagi
Mega Putri,5,2022-05-10 08:37:35,"Aplikasi halodoc sangat membantu sy, mempermudah sy dalam mencari/membeli obat dgn mudah. Diantar gojek langsung sampai depan rumah. terimakasih halodoc. Sukses selalu","aplikasi halodoc sangat membantu sy, mempermudah sy dalam mencari/membeli obat dgn mudah. diantar gojek langsung sampai depan rumah. terimakasih halodoc. sukses selalu",aplikasi halodoc sangat membantu sy  mempermudah sy dalam mencari membeli obat dgn mudah  diantar gojek langsung sampai depan rumah  terimakasih halodoc  sukses selalu,aplikasi halodoc sangat membantu sy mempermudah sy dalam mencari membeli obat dgn mudah diantar gojek langsung sampai depan rumah terimakasih halodoc sukses selalu,aplikasi halodoc sangat membantu saya mempermudah saya dalam mencari membeli obat dengan mudah diantar gojek langsung sampai depan rumah terimakasih halodoc sukses selalu,aplikasi halodoc sangat membantu saya mempermudah saya dalam mencari membeli obat dengan mudah diantar gojek langsung sampai depan rumah terimakasih halodoc sukses selalu
Yusuf Aditya Putra Pramana_45,5,2022-05-10 08:06:24,Sangat rekomended,sangat rekomended,sangat rekomended,sangat rekomended,sangat rekomended,sangat rekomended
Muhammad Farhansyah,5,2022-05-10 06:50:07,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
Nurul Goblok,5,2022-05-10 04:51:57,Halo nama saya nurul . Aplikasi nya bagus sih tapi nggak tau cara pake nya,halo nama saya nurul . aplikasi nya bagus sih tapi nggak tau cara pake nya,halo nama saya nurul   aplikasi nya bagus sih tapi nggak tau cara pake nya,halo nama saya nurul aplikasi nya bagus sih tapi ngak tau cara pake nya,halo nama saya nurul aplikasi nya bagus sih tapi tidak tahu cara pakai nya,halo nama saya nurul aplikasi bagus tapi tidak tahu cara pakai
Candro pratama,4,2022-05-10 04:32:46,Dicoba dulu saran dari dokternya,dicoba dulu saran dari dokternya,dicoba dulu saran dari dokternya,dicoba dulu saran dari dokternya,dicoba dulu saran dari dokternya,dicoba dulu saran dari dokternya
Husni Suryo,5,2022-05-10 03:36:27,Sangat membantu sekali,sangat membantu sekali,sangat membantu sekali,sangat membantu sekali,sangat membantu sekali,sangat membantu sekali
Anggi,4,2022-05-10 02:05:22,"Suka pake halodoc, membantu banget, dokter nya juga baik merespon keluhan kita, obat juga langsung sampai, tapi ongkir lumayan agak mahal 😂👍","suka pake halodoc, membantu banget, dokter nya juga baik merespon keluhan kita, obat juga langsung sampai, tapi ongkir lumayan agak mahal 😂👍",suka pake halodoc  membantu banget  dokter nya juga baik merespon keluhan kita  obat juga langsung sampai  tapi ongkir lumayan agak mahal   ,suka pake halodoc membantu banget dokter nya juga baik merespon keluhan kita obat juga langsung sampai tapi ongkir lumayan agak mahal ,suka pakai halodoc membantu banget dokter nya juga baik merespon keluhan kita obat juga langsung sampai tapi ongkos kirim lumayan agak mahal,suka pakai halodoc membantu banget dokter juga baik merespon keluhan kita obat juga langsung sampai tapi ongkos kirim lumayan agak mahal
Firman Abdurrahman,5,2022-05-10 01:19:16,Sangat membantu.... Terima kasih !!!,sangat membantu.... terima kasih !!!,sangat membantu     terima kasih    ,sangat membantu terima kasih ,sangat membantu terima kasih,sangat membantu terima kasih
rie yuna,5,2022-05-10 00:59:45,Sangat membantu saat bingung anak sakit,sangat membantu saat bingung anak sakit,sangat membantu saat bingung anak sakit,sangat membantu sat bingung anak sakit,sangat membantu sat bingung anak sakit,sangat membantu sat bingung anak sakit
David Fudji Santosa,5,2022-05-10 00:22:43,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
Lidya Pink,5,2022-05-09 21:08:53,Dokter nya cepat respon .. klau obat mngkin ditmpat saya tdak ada apotek 24 jam,dokter nya cepat respon .. klau obat mngkin ditmpat saya tdak ada apotek 24 jam,dokter nya cepat respon    klau obat mngkin ditmpat saya tdak ada apotek jam,dokter nya cepat respon klau obat mngkin ditmpat saya tdak ada apotek jam,dokter nya cepat respon kalau obat mngkin ditmpat saya tdak ada apotek jam,dokter cepat respon kalau obat mngkin ditmpat saya tdak ada apotek
