Remove_noise,sentimen,sentimen_negatif,sentimen_netral,sentimen_positif
ok banget sangat membantu,positif,0,0,1
disat membutuhkan obat tengah malam apotik yang berkerja sama tidak banyak jadi cancel mesen obatnya seharusnya mempermudah jadi tambah sulit,negatif,1,0,0
dari ramah penjelasan mudah dipahami dan juga tidak arogan,positif,0,0,1
sudah bayar pakai gopay saldo ke potong bahkan tidak bisa chat dengan dokter responya eror loading mesages,netral,0,1,0
tidak jelas dokter slow respon tapi chat di waktuin sesi konsul belum selesai tapi sudah di end percakapanya,positif,0,0,1
pesanan di cancel oleh pihak halodoc dan uang belum di kembalikan dan live chat saja tidak di bles oleh adminya halodoc kalau ada bintang sya akan nilai di sini orang beli obat karena butuh biyar cepat bahkan kaya begini di halodoc,netral,0,1,0
beli obat tidak pakai ribet pesan kapanpun dimanapun jadi lebih praktis layanan konsultasinya juga sangat membantu top banget,positif,0,0,1
bagus sangat membantu bermanfat,positif,0,0,1
sangat membantu ketika di butuhkan,positif,0,0,1
sering eror pembayaran pakai gojek,netral,0,1,0
dokter cukup sigap dalam penanganan konsultasi,positif,0,0,1
halo doc kenapa dalam pengambilan obat tidak di apotik yang terdekat kadang jauh sekali,negatif,1,0,0
aplikasi kotoran makin lama makin ribet bali obat urgen saja harus resep konsultasi pada dokter tidak ada yang jawab orang pada terlanjur mati,negatif,1,0,0
sangat terbantu karena kita cukup konsultasi chat dengan dokter spesialis yang menangani terima kasih,positif,0,0,1
aplikasinya sangat membantu sangat bermanfat bisa untuk konsultasi keluan penyakit tampa harus bertatap muka bahkan dari jarak yang sangat jauh,netral,0,1,0
pelayanan bagus sat konsultasi dokternya cepat membalas dan memberikan solusi obat terimakasih,positif,0,0,1
aplikasi gercep fast respon sangat terbantu bagi saya yang lagi sibuk buat pergi sendiri nebus obat,negatif,1,0,0
luar biasa membantu terimakasih banyak,positif,0,0,1
baik pelayanan ramah dan pastinya dengan dokter terbaik,positif,0,0,1
sangat membantu untuk anak kosan yang jauh dari lokasi dokter atau klinik serta cepat dalam proses penanganan diagnosa,netral,0,1,0
saya sudah menghubungi dokter terkait tapi tidak direspon saya coba chat ulang tapi tidak bisa dan harus bayar lagi sedangkan chat saya yang tadi saja belum diterima sama dokter terus kalau seperti begini apakah bisa refund,negatif,1,0,0
aplikasi bagus yang sangat membantu,netral,0,1,0
berguna sekali aplikasinya untuk konsultasi dokter,positif,0,0,1
fast respon dak tidak bertele tele,negatif,1,0,0
sangat membantu sekali jika keadan darurat memerlukan obat terutama obat anak dan manula,netral,0,1,0
membantu tapi selalu update melulu tapi gp saya sudah di bantu trimakasih halodoc,positif,0,0,1
sangat berguna sekali aplikasi ini apalagi daerah yang tidak mempunyai dokter spesialis dokternya juga ramah terimakasih halodoc,positif,0,0,1
terimakasih halodoc aplikasi yang sangat membantu,netral,0,1,0
overal cukup baik hanya saja penitikan lokasinya kadang tidak akurat mohon kedepan diperbaiki lagi terima kasih,negatif,1,0,0
sudah bayar untuk konsultasi dokter belum tersambung dan belum chat untuk konsultasi tapi saldo sudah lenyap chat ulang dokter telah selesai bertugas kecewa,positif,0,0,1
bagus pengiriman lumayan cepat sekitar sampai paling lama cuma kalau visa sistem pembayaran visa pakai cash on delivery di rumah juga ongkos kirim jangan mahal mahal,negatif,1,0,0
sangat membantu dalam hal konsultasi dokter ramah dan sopan santun,positif,0,0,1
kecewa sekali saya pertama kali mencoba untuk konsultasi saya sudah bayar tapi konsultasi tiba terhenti entah kenapa mungkin jaringan mungkin apa saya tidak paham saya terbuang percuma,negatif,1,0,0
keren dan sangat membantu,positif,0,0,1
mantap bisa pakai asuransi,positif,0,0,1
bertanya di halodoc ini bayar tidak,netral,0,1,0
saya daftar ini apk karena ada sales yang datang buat nawarin daftar dan saya dong soalnya sales saya itu teman saya sendiri sampai di minta data diri sampai rekening juga di data dan saya percaya saja orang itu teman saya tahu apk tidak ke pakai tiap bulan ke potong di rekening adeh kalau buat saya selaku anak rantau bisa buat makan hari ini kepotong terusan bagaimana cara berhentinya,negatif,1,0,0
ingin tanya knapa saya tidak bisa memilih toko kesehatan untuk membeli obat selalu jawabanya tidak tersedia di wilayah anda padahal saya sering beli obat di halodoc,negatif,1,0,0
sangat membantu disat waktu emergency,positif,0,0,1
keren habis apk untuk yang minim uang bisa banget pakai apk ini sangat membantu kalian cukup mengeluarkan biaya yang kecil dibandingkan kalian harus ke spesialisnya langsung terimakasih halo doc semoga kedepanya semakin maju,netral,0,1,0
sangat membantu disat terdesak,netral,0,1,0
pengiriman sangat cepat proses pemesanan obat mudah,netral,0,1,0
tidak bisa di download,negatif,1,0,0
saya sudah lama pesen obat ke halodoc tapi tidak ada datang datang tidak banyak tapi itu uang juga,negatif,1,0,0
bagus harap perluas jangkauan sampai ke daerah jika memungkinkan,positif,0,0,1
konsultasi dengan dokter penjelasanya bagus,positif,0,0,1
mantap sangat membantu dan customer servis sigap dalam menghadapi,positif,0,0,1
mantap banget aplikasinya sangat berguna,positif,0,0,1
bagus banget pelayananya cepat,positif,0,0,1
sat urgent cari dimana tidak ada obatnya bersyukur sekali ada apa ini,netral,0,1,0
sangat membantu dokternya responsive,positif,0,0,1
dokternya ramah dan cantik juga ganteng,positif,0,0,1
cara tepat dan cepat untuk pesan obat,netral,0,1,0
respon sangat baik dan ini aplikasi yang sangat membantu,positif,0,0,1
sangat membantu untuk pengobatan di desa karena untuk ke dokter harus antre lama sekali dan harus berangkat pagi sekali kalau disini tingal beli resep obat dari dokter,negatif,1,0,0
metode pembayaranya ribet tidak ada bri sekali pakai gopay verifikasi kode otp susahnya minta ampun sudah verifikasi kode otp setelah puluhan kali suruh masukan pin gojek pin gojek lupa ribet memang aplikasi ribet bayar saja kayak orang ngemis susahnya metode pembayaran semua bank menyusahkan,negatif,1,0,0
jawaban dokter cukup memuaskan,netral,0,1,0
sangat membantu dalam keadan darurat,positif,0,0,1
sangat mempermudah dan sangat membantu,positif,0,0,1
belum nyambung dokter tapi sudah kepotong biaya konsultasi sangat mengecewakan layanan sangat buruk rugi saya,netral,0,1,0
mohon untuk di akurasikan gpsnya untuk memudahkan mengantarkan barangnya kalau bisa akurasikan juga mencari apotik yang terdekat,negatif,1,0,0
tidak ada tombol pembatalan chat bantuan sangat tidak membantu,netral,0,1,0
sangat membantu dan profesional terimakasih para dokter yang siaga membantu konsultasi para pasien,positif,0,0,1
lumayan tapi kalau dokter tiba tiba tolak pasien tolong uangnya dikembalikan pada hari yang sama sudah tertulis tersedia berarti bukan tangung jawab pasien kalau chat tidak berlangsung diedit sekarang ada paket dokter hebat semakin hari makin hebat,positif,0,0,1
aplikasinya mudah di pahami dokternya ramah ramah dan sangat membantu,positif,0,0,1
pertama pakai aplikasi ini enak lama seperti aplikasi online pengantaran lainya nungu lama terlanjur orangnya mati kalau pesan obat pakai halodoc,negatif,1,0,0
saya sudah dua kali transaksi masih tidak bisa chat dokter padahal saya sudah bayar dua kali kecewa banget begini padahal saya konsul sama dokter plis masa seperti begini,netral,0,1,0
praktis dan sangat membantu,positif,0,0,1
suka dengan aplikasi ini,netral,0,1,0
sangat membantu di sat kondisi yang serba memungkinkan untuk ke dokter,netral,0,1,0
pertama mengunakan halodoc sangat membantu tentang keluhan saya apalagi konsul dengan dokter yang selalu siap walaupun tengah malam terima kasih halodoc,netral,0,1,0
saya ada keluhan karena saya penguna baru dan saya ingin mencoba chat dokter spesialis kandungan pembayaran berhasil dan sat chat dokter muncul notif eror loading mesage terus dan tidak jadi konsultasi apa uang yang saya bayar bisa kembali terimakasih,negatif,1,0,0
sangat ramah dokternya dan fast respon,positif,0,0,1
membantu banget aplikasi ini,netral,0,1,0
sangat cepat tangap dan langsung,positif,0,0,1
sangat bagus dan sangat berguna,positif,0,0,1
memudahkan pelayanan kesehatan,positif,0,0,1
blom lama di perbarui minta di di perbarui lagi,negatif,1,0,0
konsultasi enak dan lgs dapat beli obat,positif,0,0,1
saya top up tapi saldo tidak masuk mksdnya bagaimana,negatif,1,0,0
layanan cepat dan tangap tingkatkan lagi terimakasih,positif,0,0,1
respon baik semoga lebih bermanfat lagi aplikasi ini untuk semua rakyat indonesia,netral,0,1,0
apotik yang bekerjasama dengan halodic masih minim,negatif,1,0,0
baru pertama pakai bagus seperti konsultasi dokter klinik,positif,0,0,1
sudah bayar chat dibatalin sama dokternya uangnya juga tidak balik padahal lagi butuh banget buat konsul,negatif,1,0,0
terima kasih halodoc dapat dokter baik sekali sehinga saya bisa menemukan solusi buat mengatasi masalah saya,positif,0,0,1
sangat membantu untuk kondisi pandemic sat ini,positif,0,0,1
mantap dokternya juga baik saya sudah sakit ambeien sembuh sakit telnga sembuh membantu banget kalau lagi tidak keluar dan uang lagi tipis terima kasih halodoc,netral,0,1,0
sangat membantu seputar konsultasi kesehatan terima kasih,positif,0,0,1
membantu disat urgent sat dokter lokal hanya bisa janji temu alodoc sangat membantu,positif,0,0,1
sangat membantu sat tidak bisa kemana mana,netral,0,1,0
dokter online kalau konsultasi bayar dulu begitu di bayar tiba tiba di batalkan dengan alasan dokter sibuk coba lagi yang kedua kali bayar lagi begitu juga dokter sibuk saldo habis walaupun dana di kembalikan ini sama saja seperti perampokan,positif,0,0,1
balas chatnya lama balasanya cuma beberapa kata saja sampai akhir sesi tetep tidak ada balasan kecewa sekali padahal pertama kali saya konsul disini,negatif,1,0,0
sangat membantu orang yang kurang waktu untuk ke rumah sakit terimakasih halodoc,netral,0,1,0
maf saya kasih jelek jadi saya mendaftar vaksinasi melalui aplikasi ini untuk tangal april di uki dan saya melakukan vaksinasi pada tangal itu tapi anehnya statusnya janjian dibatalkan dan sertifikat saya sampai sekarang tangal april belum keluar saya sudah hubungi pihak kemenkes katanya data saya belum di input lalu saya coba email halodoc juga belum respon padahal saya butuh sertifikat itu untuk keluar kota tangal april sangat mengecewakan,negatif,1,0,0
pelayananya baik,netral,0,1,0
sangat memuaskan,positif,0,0,1
sangat membantu sekali pembayaran juga mudah terimakasih sudah menciptakan halodoc,positif,0,0,1
sangat membantu di era pandemi ini,netral,0,1,0
maf izin bertanya kenapa tidak bisa batalkan jadwal saya tanpa sengaja salah pilih konsultasi jadi saya batalkan tapi kenapa bahkan bilang ada eror padahal jaringan saya baik saja,negatif,1,0,0
dokternya ramah sekali layanan bagus,positif,0,0,1
sangat membantu bisa konsultasi langsung dengan dokter spesialis,positif,0,0,1
bagus banget pengiriman cepat parah,negatif,1,0,0
saya mohon kenapa aplikasi ini tidak jelas bisa tolong karena ini keadan darurat,negatif,1,0,0
cepat tangap cuma aplikasinya berbayar,negatif,1,0,0
konsultasi dengan doktwr spesialis penyakit dalam sangat membantu dan detail sekali kali ini terbantu dengan dari yosa tamia marisya terimakasih sekali sehat selalu,positif,0,0,1
terimakasih dengan pelayanan dokter spesialis yang fast respon,positif,0,0,1
aplikasinya bagus sangat membantu dan dokternya detail jika kita konsultasi trimakasih,positif,0,0,1
halodoc sangat membantu biar tidak ketemu dokternya langsung obat yang di berikan cukup ampuh terima kasih halodoc,netral,0,1,0
sangat membantu dibidang kesehatan,positif,0,0,1
sangat membantu disini apotek susah banget dengan ada halodoc sangat membantu dan pelayanan dokter juga dangat cepat maksih bnyak,positif,0,0,1
sangat baik baik dokternya,positif,0,0,1
terima kasih halodoc dari sely atas konsultasinya dan pengirim obat atas kebaikan dan jasa baik ibu dokter salam sehat selalu saya sangat puas dengan pelayanan anda,positif,0,0,1
saya daftar lalu verifikasi mengunakan nomor telepon jepang tapi sms tidak kunjung masuk kalau tidak bisa kenapa ada pilihan nomor lain,negatif,1,0,0
dokternya ramah dan mudahan resepnya sesuai,positif,0,0,1
aplikasinya memang cukup bagus membantu banyak dokter berpengalaman juga tapi maf saran saja untuk status pengiriman obat lebih diperjelas lagi apalagi kalau di pengiriman ada kendala seperti on hold lebih baik diberi penjelasan alasanya apa agar kita juga tidak bingung terima kasih,netral,0,1,0
dokter baik solusinya cepat,positif,0,0,1
aku suka pakai halodoc karena dokter dan spesialis lebih mendengarkan dahulu curahan hati pasien sementara,positif,0,0,1
dokter sangat ramah aplikasi sangat membantu,positif,0,0,1
sangat mudah berguna dan lebih praktis ongkirnya diskon dong,positif,0,0,1
sangat membantu dikala takut pergi dokter,positif,0,0,1
penjelasanya bagus dokternya fast respon top,positif,0,0,1
aplikasi yang memudahkan konsultasi dengan dokter tidak perlu antri harga ramah kantong,netral,0,1,0
selamat malam halodoc anda bisa ngelayani tidak jadi begini saya sudah bayar di dokter nah itu tiba di batalkan sedangkan saya belum chat di dokter itu setan bisa dibatalkan sdngkan saya sudah bayar dokter kecewa saya ada apk ini,negatif,1,0,0
recomended banget kalau beli kebutuhan kesehatan atau obat obatan beli disini saja pengiriman cepat aplikasinya terpercaya,netral,0,1,0
penjelasan dan tipsnya jelas ini mempraktekan dulu tips mingu lagi konsultasi,positif,0,0,1
tidak perlu keluar rumah untuk beli obat,negatif,1,0,0
mantap sukses semuanya,positif,0,0,1
saya kira chet dokter gratis harus bayar,netral,0,1,0
refund transaksi gagal susahnya setengah mati diminta macam oleh nama yuni tapi sampai sekarang uang saya belum kembali,negatif,1,0,0
bagus banget buat yang tidak ingin antri ke dokter,negatif,1,0,0
aplikasiny sangt berguna,positif,0,0,1
beru pertama coba semoga bisa sembuh,positif,0,0,1
membantu sekali ketika kebingungan dalam kesehatan,netral,0,1,0
respon cepat dan mudah pengoperasianya,positif,0,0,1
sangat membantu sekali dalam kondisi begini terimakasih halodoc tanya kalau kasih tips ke kurir bagaimana caranya,positif,0,0,1
saya pernah konsultasi ke dokter kandungan namun di cancel karena alasan sibuknya dokter namun bukan pasal respon dokter yang saya komplain tapi saldo pembayaran saya tidak dikembalikan pihak halodoc,negatif,1,0,0
aplikasi yang sangat membantu disat genting terimakasih halodoc,netral,0,1,0
bayar saja susah virtual akun untuk bri tidak ada sementara kita punya cuma brimo,negatif,1,0,0
alhamdulilah aplikasi halodoc membantu sekali semoga bisa lebih meningkat lagi kedepanya,netral,0,1,0
awal pakai aplikasi ini sangat terbantu sekali tapi makin kesini bahkan makin lambat dan lagi kemarin pakai asuransi untuk chekout obat tidak bisa dipake asuransinya bahkan balik lagi ke chat dokter coba tolong diperbaiki dulu bintangnya kalau sudah ada perbaikan nanti dinaikin,netral,0,1,0
tadi aplikasi ini sangat membantu tapi sekarang beli obat mag saja harus konsultasi dulu sudah pencet untuk konsultasi dokter sibuk tidak bisa jawab konsultasi akhirnya bahkan tidak bisa beli obat padahal kebutuhan mendesak,netral,0,1,0
sangat dibutuhkan ketika mendesak sakit dan tidak bisa keluar rumah,negatif,1,0,0
sekarang berobat sangat mudah tidak sempat ke rumah sakit bisa dari rumah terima kasih aplikasi halodoc,netral,0,1,0
mempermudah dalam kolsultasi dan pembelian product obatan semoga ditingatkan terus pelayananya sukses terus halodoc amin,positif,0,0,1
sangat membantu pilihan dokternya banyak penjelasan dokternya juga baik untuk diagnosa keluhan pemberian obat,positif,0,0,1
